50,Ashley Tutt,SR-4,Iowa State,05:23.8,20:07.2,41
51,Bella Williams,SR-4,Utah,05:24.0,20:07.9,42
52,Emily Mackay,SR-4,Binghamton,05:24.1,20:08.4,
53,Sara Musselman,SR-4,BYU,05:24.1,20:08.6,43
54,Rachel McArthur,SR-4,Colorado,05:24.4,20:09.4,44
55,Esther Gitahi,SR-4,Alabama,05:24.5,20:09.8,45
56,Amelia Mazza-Downie,FR-1,New Mexico,05:24.9,20:11.3,46
57,Christina Aragon,SR-4,Stanford,05:25.0,20:11.6,47
58,India Johnson,SR-4,Colorado,05:25.0,20:11.7,48
59,Billie Hatch,SR-4,Weber State,05:25.1,20:12.0,
60,Laura Mooney,FR-1,Providence,05:25.3,20:13.1,49
61,Gabby Hentemann,JR-3,Oklahoma State,05:25.4,20:13.3,50
62,Lauren Bailey,SR-4,Notre Dame,05:25.6,20:14.0,51
63,Zofia Dudek,FR-1,Stanford,05:25.7,20:14.6,52
64,Aneta Konieczek,SR-4,Oregon,05:25.8,20:14.7,53
65,Brynn Brown,FR-1,North Carolina,05:25.9,20:15.0,54
66,Addie Engel,FR-1,Ohio State,05:26.0,20:15.4,
67,Kelsey Harrington,FR-1,North Carolina,05:26.2,20:16.2,55
68,Alissa Niggemann,SR-4,Wisconsin,05:26.2,20:16.3,56
69,Katelynne Hart,FR-1,Michigan,05:26.3,20:16.6,57
70,Katie Camarena,SR-4,Portland State,05:26.4,20:17.0,
71,Ryann Helmers,SO-2,Ole Miss,05:26.5,20:17.3,58
72,Lindsey Stallworth,SR-4,East Tenn. St.,05:26.6,20:17.8,
73,Molly Born,SR-4,Oklahoma State,05:27.1,20:19.5,59
74,Anna Elkin,SR-4,Ole Miss,05:27.2,20:20.0,60
75,Pipi Eitel,SR-4,Northern Arizona,05:27.2,20:20.1,61
76,Micaela Degenero,SR-4,Colorado,05:27.3,20:20.2,62
77,Kaylee Mitchell,SO-2,Oregon State,05:27.3,20:20.3,
78,Clio Ozanne-Jaques,SR-4,Ole Miss,05:27.5,20:21.1,63
79,Kayla Windemuller,SO-2,Michigan,05:27.5,20:21.3,64
80,Erin Strzelecki,FR-1,Notre Dame,05:28.1,20:23.4,65
81,Katie Struthers,SR-4,Utah State,05:28.3,20:23.9,66
82,Rachel McCardell,JR-3,Northwestern,05:28.3,20:24.0,
83,Victoria Heiligenthal,SO-2,Wisconsin,05:28.5,20:24.7,67
84,Fiona Max,FR-1,Princeton,05:28.6,20:25.1,
85,Hannah Miniutti,FR-1,Colorado,05:28.6,20:25.2,68
86,Cara Woolnough,JR-3,Utah,05:28.6,20:25.3,69
87,Sammi Ragenklint,SO-2,Monmouth,05:28.7,20:25.8,
88,Lily Tomasula-Martin,JR-3,Colorado St.,05:28.8,20:26.1,70
89,Maria Coffin,SR-4,Providence,05:28.8,20:26.1,71
90,Kristen Garcia,JR-3,Gonzaga,05:28.9,20:26.4,
91,Haley Herberg,JR-3,Washington,05:29.1,20:26.9,72
92,Annabelle Eastman,JR-3,George Mason,05:29.1,20:27.1,
93,Sadie Sigfstead,FR-1,Villanova,05:29.2,20:27.5,73
94,Annabel Stafford,FR-1,Colorado St.,05:29.4,20:28.1,74
95,Heather Holt,JR-3,NC State,05:29.4,20:28.1,75
96,Madison Boreman,SR-4,Colorado,05:29.5,20:28.6,76
97,Maggie Smith,SO-2,Villanova,05:29.6,20:29.1,77
98,Alexa Westley,SO-2,Wisconsin,05:29.8,20:29.5,78
99,Lydia Olivere,JR-3,Villanova,05:30.0,20:30.4,79
100,Katie Rose Blachowicz,JR-3,Notre Dame,05:30.2,20:31.0,80
101,Lona Latema,SO-2,Kansas,05:30.2,20:31.2,
102,Sophie Cantine,SR-4,Washington,05:30.2,20:31.2,81
103,Audrey Suarez,FR-1,Stanford,05:30.2,20:31.3,82
104,Winrose Chesang,JR-3,Iowa State,05:30.3,20:31.4,83
105,Mikaela Lucki,JR-3,West Virginia,05:30.3,20:31.6,84
106,Dana Feyen,SO-2,Iowa State,05:30.5,20:32.3,85
107,Lucinda Crouch,JR-3,Wisconsin,05:30.6,20:32.6,86
108,Ericka VanderLende,JR-3,Michigan,05:30.7,20:33.2,87
109,Ellie Leather,SR-4,Cincinnati,05:30.9,20:33.7,
110,Maia Ramsden,FR-1,Harvard,05:30.9,20:33.8,88
111,Perri Bockrath,JR-3,Kentucky,05:31.0,20:34.1,
112,Danielle Orie,SR-4,Wisconsin,05:31.0,20:34.2,89
113,Sasha Neglia,FR-1,North Carolina,05:31.1,20:34.7,90
114,Madison Heisterman,SO-2,Washington,05:31.2,20:35.0,91
115,Maudie Skyring,SR-4,Florida State,05:31.2,20:35.1,92
116,Rebecca Clark,SO-2,Florida State,05:31.4,20:35.6,93
117,Tierney Wolfgram,FR-1,Nevada,05:31.4,20:35.6,
118,Ariel Keklak,SR-4,Utah,05:31.8,20:37.0,94
119,Kami Hankins,SR-4,Butler,05:31.8,20:37.1,95
120,Angelina Ellis,SR-4,Butler,05:31.8,20:37.3,96
121,Judy Pendergast,SR-4,Harvard,05:31.9,20:37.5,97
122,Carlee Hansen,FR-1,North Carolina,05:32.0,20:37.8,98
123,Sylvia Russell,SR-4,West Virginia,05:32.1,20:38.2,99
124,Phoebe Anderson,FR-1,Columbia,05:32.1,20:38.3,
125,Irene Rono,SO-2,Abilene Christian,05:32.1,20:38.3,
126,Anna Juul,SR-4,Harvard,05:32.2,20:38.7,100
127,Naomi Smith,FR-1,Washington,05:32.3,20:39.0,101
128,Lauren Offerman,SR-4,Colorado St.,05:32.4,20:39.3,102
129,Samantha Stieve,SO-2,Wisconsin,05:32.4,20:39.4,103
130,Ashlyn Hillyard,SO-2,Colorado St.,05:32.4,20:39.5,104
131,Claudia Burgess,SO-2,Colorado St.,05:32.5,20:39.7,105
132,Baylee Jones,JR-3,Georgetown,05:32.7,20:40.7,106
133,Kaitlyn Hynes,FR-1,Michigan State,05:33.6,20:43.8,107
134,Natalie Tyner,FR-1,North Carolina,05:33.6,20:43.8,108
135,Micaela Rivera,SR-4,Utah State,05:33.7,20:44.2,109
136,Jesselyn Bries,JR-3,Northern Arizona,05:33.8,20:44.6,110
137,Alessia Zarbo,FR-1,Oregon,05:33.8,20:44.6,111
138,Erika Freyhof,SR-4,Nebraska,05:33.8,20:44.7,
139,Meghan Underwood,SO-2,Arkansas,05:33.8,20:44.8,112
140,Aliandrea Upshaw,FR-1,New Mexico,05:33.9,20:44.8,113
141,Michelle Joyce,SR-4,Temple,05:33.9,20:44.9,
142,Malia Pivec,JR-3,Oregon,05:33.9,20:45.1,114
143,Joy Chirchir,FR-1,Toledo,05:34.3,20:46.4,
144,Sophie Murphy,SR-4,Iona,05:34.3,20:46.5,
145,Ivy Gonzales,SO-2,Colorado St.,05:34.3,20:46.5,115
146,Katie Osika,SO-2,Michigan State,05:34.4,20:46.8,116
147,Eloise Freitag,SO-2,Harvard,05:34.7,20:47.8,117
148,Anastasia Korzenowski,JR-3,Minnesota,05:34.7,20:48.1,118
149,Beth Ramos,JR-3,Texas,05:34.8,20:48.4,
150,Madelynn Hill,SO-2,Iowa State,05:34.9,20:48.6,119
151,Amanda Beach,SR-4,Florida State,05:34.9,20:48.6,120
152,Ava Dobson,FR-1,North Carolina,05:34.9,20:48.7,121
153,Dominique Clairmonte,SR-4,NC State,05:35.0,20:49.2,122
154,Emilie Girard,JR-3,Oregon,05:35.0,20:49.2,123
155,Emily Chaston,FR-1,Colorado St.,05:35.0,20:49.2,124
156,Emma Tate,JR-3,Purdue,05:35.1,20:49.5,
157,Katherine Dowie,SO-2,West Virginia,05:35.1,20:49.6,125
158,Chloe Scrimgeour,FR-1,Georgetown,05:35.4,20:50.6,126
159,Grace Connolly,FR-1,Stanford,05:35.6,20:51.1,127
160,Shannon Flockhart,FR-1,Providence,05:35.7,20:51.6,128
161,Savannah Roark,FR-1,Syracuse,05:35.8,20:51.9,129
162,Keelah Barger,JR-3,Utah,05:35.9,20:52.5,130
163,Katy-Ann McDonald,JR-3,LSU,05:35.9,20:52.5,
164,Lexy Halladay,SO-2,BYU,05:36.0,20:52.7,131
165,Paige Hofstad,SR-4,North Carolina,05:36.2,20:53.6,132
166,Harper McClain,FR-1,Oregon,05:36.3,20:54.0,133
167,Caramia Mestler,JR-3,Oregon,05:36.4,20:54.1,134
168,Ashlyn Ramos,SR-4,Bucknell,05:36.4,20:54.5,
169,Anna Martin,SO-2,BYU,05:36.8,20:55.7,135
170,Abigail Spiers,JR-3,Syracuse,05:36.8,20:55.9,136
171,Julia Paternain,JR-3,Arkansas,05:36.9,20:56.2,137
172,Jaycie Thomsen,JR-3,Minnesota,05:36.9,20:56.3,138
173,Isabell Sagar,SO-2,Harvard,05:37.0,20:56.5,139
174,Clarissa Morales,SR-4,Oklahoma State,05:37.1,20:56.8,140
175,Erin Phelps,JR-3,Florida State,05:37.2,20:57.4,141
176,Kristel van den Berg,JR-3,Ole Miss,05:37.3,20:57.5,142
177,Stella Gillman,SR-4,Wisconsin,05:37.3,20:57.5,143
178,Loral Winn,FR-1,Ole Miss,05:37.3,20:57.7,144
179,Samantha Tran,SO-2,Michigan,05:37.5,20:58.5,145
180,Gracie Hyde,JR-3,Arkansas,05:37.6,20:58.8,146
181,Alice Hill,SR-4,Michigan,05:37.7,20:59.3,147
182,Lisha van Onselen,SR-4,Utah,05:37.9,20:59.9,148
183,Logan Jolly,SR-4,Arkansas,05:37.9,21:00.0,149
184,Kelsey Ramirez,SR-4,Oklahoma State,05:37.9,21:00.0,150
185,Abby Jensen,JR-3,Utah State,05:38.1,21:00.7,151
186,Madeleine King,SR-4,Notre Dame,05:39.0,21:04.1,152
187,Mia Beckham,JR-3,Butler,05:39.3,21:05.1,153
188,Bailey Brinkerhoff,JR-3,Utah State,05:39.6,21:06.3,154
189,Quinn Shanahan,FR-1,Butler,05:39.9,21:07.4,155
190,Stephanie Moss,SO-2,Oklahoma State,05:40.1,21:07.9,156
191,Anna Gibson,JR-3,Washington,05:40.1,21:08.2,157
192,Morgan French,SO-2,Utah State,05:40.3,21:08.8,158
193,Jami Reed,SO-2,Alabama,05:40.4,21:09.1,159
194,Isabelle Goldstein,FR-1,Harvard,05:40.5,21:09.6,160
195,Emily Royston,SR-4,Butler,05:40.6,21:09.9,161
196,Elise Stearns,SO-2,Northern Arizona,05:40.6,21:10.0,162
197,Makenna Veen,FR-1,Michigan State,05:40.7,21:10.5,163
198,Makayla Perez,SO-2,Michigan State,05:40.8,21:10.9,164
199,Annie Boos,SR-4,Syracuse,05:41.0,21:11.3,165
200,Delaney Rasmussen,SR-4,Northern Arizona,05:41.3,21:12.5,166
201,Lily Tuck,SO-2,Providence,05:41.4,21:12.9,167
202,Reilly Zink,FR-1,Syracuse,05:41.7,21:14.2,168
203,Jennifer Lima,JR-3,Florida State,05:41.8,21:14.5,169
204,Sydney Nowicki,FR-1,Syracuse,05:42.2,21:16.0,170
205,Meagan Van Pelt,SR-4,Northern Arizona,05:42.4,21:16.7,171
206,Janette Schraft,SO-2,Iowa State,05:42.5,21:17.0,172
207,Kiera Bothwell,SR-4,Georgetown,05:42.5,21:17.2,173
208,Skylar Boogerd,SO-2,Ole Miss,05:42.6,21:17.5,174
209,Sophia Jacobs-Townsley,SO-2,Syracuse,05:42.9,21:18.4,175
210,Audrey Dadamio,FR-1,Stanford,05:43.0,21:19.1,176
211,Samantha Saenz,JR-3,Michigan,05:43.3,21:20.0,177
212,Hayley Jackson,SR-4,West Virginia,05:43.4,21:20.4,178
213,Kimberley May,FR-1,Providence,05:43.4,21:20.5,179
214,Bryn Morley,JR-3,Northern Arizona,05:43.5,21:20.9,180
215,Brenna Cohoon,FR-1,Iowa State,05:43.6,21:21.1,181
216,Jocelyn Long,JR-3,Notre Dame,05:43.7,21:21.5,182
217,Lourdes Vivas de Lorenzi,SR-4,Rice,05:44.2,21:23.4,183
218,Emma Thornley,FR-1,Utah State,05:44.3,21:23.6,184
219,Chloe Gonzalez,FR-1,Georgetown,05:44.4,21:24.1,185
220,Prudence Kiyeng,SO-2,Abilene Christian,05:44.9,21:26.2,
221,Orla O'Connor,JR-3,Providence,05:45.0,21:26.2,186
222,Anna Helwigh,SO-2,Villanova,05:45.8,21:29.5,187
223,Tate Sweeney,JR-3,Minnesota,05:46.6,21:32.4,188
224,McKenna Keegan,SR-4,Villanova,05:47.0,21:33.8,189
225,Katie Dammer,JR-3,Georgetown,05:47.8,21:36.7,190
226,Caitlin Wosika,SO-2,Rice,05:48.6,21:39.7,191
227,Alex O'Neill,JR-3,Providence,05:49.0,21:41.2,192
228,Abby Gray,JR-3,Utah State,05:49.2,21:42.1,193
229,Carissa Dock,SR-4,Minnesota,05:49.3,21:42.5,194
230,Taigen Hunter-Galvan,SO-2,Rice,05:49.7,21:43.9,195
231,Julia Vanitvelt,JR-3,Michigan,05:51.3,21:49.8,196
232,Arina Kleshchukova,SR-4,New Orleans,05:51.4,21:50.2,
233,Marianne Mihas,FR-1,Harvard,05:52.3,21:53.5,197
234,Maddie McLain,JR-3,Butler,05:52.5,21:54.4,198
235,Megan Patton,JR-3,Alabama,05:53.1,21:56.5,199
236,Melanie Helder,SO-2,Michigan State,05:53.4,21:57.6,200
237,Nicole Louw,FR-1,Oregon,05:53.6,21:58.4,201
238,Rilee Rigdon,SO-2,Oklahoma State,05:53.6,21:58.5,202
239,Leahrose Mami,JR-3,Alabama,05:57.5,22:13.1,203
240,Justus Holden-Betts,SO-2,Syracuse,05:57.7,22:13.8,204
241,Maria Kaylor,FR-1,West Virginia,06:00.7,22:25.0,205
242,Alyssa Balandran,JR-3,Rice,06:01.6,22:28.4,206
243,Charlotte Wood,JR-3,West Virginia,06:02.9,22:33.0,207
244,Sophie O'Sullivan,FR-1,Washington,06:04.9,22:40.6,208
245,Rachel Shoemaker,SO-2,Rice,06:05.0,22:40.8,209
246,Haley Allen,FR-1,Rice,06:05.7,22:43.7,210
247,Katherine Olsen,FR-1,Butler,06:06.0,22:44.5,211
248,Elizabeth Vaughn,FR-1,Villanova,06:06.6,22:46.9,212
249,Emily Robinson,FR-1,Villanova,06:07.9,22:51.6,213
250,Riley Schelp,JR-3,Alabama,06:14.0,23:14.7,214
